City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,antsiranana,-12.2787,49.2917,33.42,43,40,6.17,MG,1700476457
359,curillo,1.0333,-75.9191,21.9,98,58,0.46,CO,1700476458
360,antonio enes,-16.2325,39.9086,31.73,61,0,7.61,MZ,1700476460
361,zouerate,22.7187,-12.4521,27.3,12,71,5.28,MR,1700476462
362,san rafael del sur,11.8485,-86.4384,23.54,89,13,1.48,NI,1700476463
363,kimbe,-5.5502,150.1429,25.5,92,99,1.56,PG,1700476467
364,zaragoza,41.6561,-0.8773,19.71,70,0,6.69,ES,1700476468
365,marrakesh,31.6315,-8.0083,25.04,31,0,0.51,MA,1700476469
366,okhotsk,59.3833,143.3,-17.79,79,9,7.54,RU,1700476471
367,turpan,42.9333,89.1667,9.45,35,99,0.95,CN,1700476472
368,puerto baquerizo moreno,-0.9,-89.6,21.85,80,95,5.65,EC,1700476474
369,honiara,-9.4333,159.95,26.6,89,100,2.25,SB,1700476475
370,valdivia,-39.8142,-73.2459,11.05,92,33,2.76,CL,1700476477
371,dudinka,69.4058,86.1778,-30.77,98,97,0.6,RU,1700476478
372,palmer,42.1584,-72.3287,-0.64,81,0,3.6,US,1700476453
373,codrington,-38.2667,141.9667,12.18,83,100,4.32,AU,1700476481
374,inhambane,-23.865,35.3833,30.99,66,0,7.72,MZ,1700476483
375,plunge,55.9114,21.8442,1.33,71,69,4.46,LT,1700476485
376,zaysan,47.4667,84.8667,1.13,77,98,2.44,KZ,1700476486
377,benguela,-12.5763,13.4055,30.14,66,95,5.22,AO,1700476488
378,hailey,43.5196,-114.3153,0.92,57,100,7.6,US,1700476489
379,mbanza-ngungu,-5.25,14.8667,25.26,78,93,1.12,CD,1700476490
380,cidade velha,14.9167,-23.6167,26.26,65,75,2.06,CV,1700476492
381,volgograd,48.7194,44.5018,5.43,100,100,3.0,RU,1700476494
382,merizo village,13.2658,144.6691,28.85,94,29,2.5,GU,1700476495
383,orapa,-21.2833,25.3667,38.37,15,71,4.63,BW,1700476497
384,saskatoon,52.1168,-106.6345,3.99,56,40,7.2,CA,1700476231
385,pacific grove,36.6177,-121.9166,13.21,71,0,3.6,US,1700476501
386,oil city,41.4339,-79.7064,-1.11,97,0,2.06,US,1700476367
387,ocean shores,46.9737,-124.1563,6.08,96,0,2.06,US,1700476505
388,saint-pierre,-21.3393,55.4781,28.99,74,75,8.75,RE,1700476506
389,aasiaat,68.7098,-52.8699,-4.19,75,100,1.36,GL,1700476508
390,alice springs,-23.7,133.8833,26.75,34,0,2.57,AU,1700476510
391,namibe,-15.1961,12.1522,27.58,65,100,4.58,AO,1700476511
392,tortona,44.8978,8.8637,16.31,73,91,2.0,IT,1700476515
393,mejit,10.2753,170.8646,27.91,78,8,9.31,MH,1700476517
394,fale old settlement,-9.3852,-171.2468,29.05,74,27,7.12,TK,1700476518
395,vuktyl,63.8567,57.3094,-9.46,95,100,3.46,RU,1700476520
396,jinchang,38.4953,102.1739,6.2,21,8,1.12,CN,1700476522
397,sechura,-5.5569,-80.8222,20.13,86,52,4.33,PE,1700476526
398,portland,45.5234,-122.6762,6.0,95,100,1.79,US,1700476281
399,chaman,30.9236,66.4512,19.57,29,2,1.87,PK,1700476529
400,kibara,-2.15,33.45,25.89,58,40,3.87,TZ,1700476536
401,rio grande,-32.035,-52.0986,23.06,66,0,2.37,BR,1700476541
402,mangrol,21.1167,70.1167,29.9,44,7,4.6,IN,1700476543
403,moussoro,13.6408,16.4901,30.95,17,100,8.81,TD,1700476545
404,lhasa,29.65,91.1,9.8,15,26,2.06,CN,1700476547
405,ongjin,37.9347,125.3619,7.94,54,5,0.61,KP,1700476551
406,kruisfontein,-34.0033,24.7314,31.72,24,100,4.36,ZA,1700476553
407,booneville,34.6582,-88.5667,9.38,50,97,1.81,US,1700476477
408,tangalle,6.024,80.7911,30.09,77,63,3.83,LK,1700476556
409,tutoia,-2.7619,-42.2744,28.98,65,9,5.28,BR,1700476559
410,torquay,50.4638,-3.5143,12.42,83,36,6.76,GB,1700476560
411,brokopondo,4.75,-55.1667,26.16,83,55,2.9,SR,1700476562
412,francistown,-21.17,27.5079,37.07,16,69,4.45,BW,1700476564
413,tamandare,-8.7597,-35.1047,27.5,71,33,4.95,BR,1700476566
414,san jose del guaviare,2.5729,-72.6459,23.32,97,35,0.96,CO,1700476567
415,westport,41.1415,-73.3579,3.51,68,0,2.06,US,1700476569
416,sevastopol,44.6,33.5333,6.11,59,100,2.68,UA,1700476571
417,constantia,44.1833,28.65,6.5,57,40,3.47,RO,1700476446
418,ca mau,9.1769,105.15,26.18,82,99,1.39,VN,1700476574
419,arroyo grande,35.1186,-120.5907,16.16,53,0,1.79,US,1700476576
420,flat river,37.8501,-90.5168,9.36,49,100,2.57,US,1700476578
421,wotho,10.1657,166.0102,28.12,78,20,8.75,MH,1700476580
422,shirvan,39.9509,48.8994,16.77,41,100,2.93,AZ,1700476582
423,amga,60.8953,131.9608,-12.69,95,100,2.68,RU,1700476583
424,grand falls-windsor,48.9332,-55.6649,-0.83,85,8,0.45,CA,1700476547
425,mosbach,49.3539,9.1428,13.36,71,100,6.8,DE,1700476588
426,lima,-12.0432,-77.0282,18.83,84,100,0.51,PE,1700476529
427,loreto,22.2667,-101.9667,13.4,75,0,3.76,MX,1700476591
428,al ghayzah,16.2079,52.176,28.31,59,5,5.59,YE,1700476593
429,kilju,40.9642,129.3278,3.15,54,12,1.56,KP,1700476595
430,egilsstadir,65.2653,-14.3948,-3.05,86,0,2.06,IS,1700476598
431,wakkanai,45.4094,141.6739,4.49,75,100,5.36,JP,1700476601
432,grand gaube,-20.0064,57.6608,29.1,75,5,2.24,MU,1700476604
433,dalhart,36.0595,-102.5133,6.93,65,91,5.52,US,1700476606
434,tampakan,6.4442,124.9264,24.92,94,100,1.22,PH,1700476607
435,sao vicente,-23.9631,-46.3919,25.15,26,100,2.73,BR,1700476608
436,buckhannon,38.994,-80.232,2.3,84,0,3.09,US,1700476610
437,kill devil hills,36.0307,-75.676,14.43,59,0,3.09,US,1700476612
438,galliano,29.4422,-90.2992,16.11,83,80,3.56,US,1700476613
439,hilo,19.7297,-155.09,24.04,80,0,2.57,US,1700476586
440,xiva,41.3783,60.3639,20.99,29,6,9.13,UZ,1700476616
441,walvis bay,-22.9575,14.5053,19.49,58,58,5.61,NA,1700476618
442,lauro de freitas,-12.8944,-38.3272,28.01,74,40,5.14,BR,1700476619
443,mission,26.2159,-98.3253,21.79,93,100,5.66,US,1700476510
444,nykvarn,59.8,18.3,2.91,80,97,1.66,SE,1700476622
445,aral,40.5156,81.2636,9.15,17,0,1.55,CN,1700476624
446,okondja,-0.6549,13.6753,25.06,82,100,1.16,GA,1700476625
447,strezhevoy,60.7333,77.5889,-20.21,95,36,3.1,RU,1700476337
448,turtas,58.9417,69.1325,-6.27,77,29,1.94,RU,1700476629
449,ouadda,8.0777,22.4007,31.37,28,100,2.49,CF,1700476631
450,eirunepe,-6.6603,-69.8736,23.65,97,57,1.18,BR,1700476632
451,ma'rib,15.4591,45.3253,31.63,29,97,3.28,YE,1700476635
452,spalding,33.2668,-84.2833,14.76,85,100,4.12,US,1700476637
453,illizi,26.4833,8.4667,23.89,17,31,1.53,DZ,1700476639
454,mantua,45.1667,10.7833,10.75,81,100,1.34,IT,1700476643
455,broken hill,-31.95,141.4333,26.38,23,88,5.76,AU,1700476644
456,aripuana,-9.1667,-60.6333,23.86,87,100,0.77,BR,1700476645
457,butterworth,5.3991,100.3638,30.03,70,20,3.6,MY,1700476647
458,puerto deseado,-47.7503,-65.8938,11.29,43,28,14.03,AR,1700476649
459,sai buri,6.7013,101.6168,27.76,85,93,3.74,TH,1700476651
460,ziro,27.6333,93.8333,16.41,91,48,0.88,IN,1700476652
461,alo,7.4178,6.7371,32.73,52,82,1.77,NG,1700476654
462,ar rutbah,33.0381,40.2848,16.43,39,47,12.23,IQ,1700476655
463,usinsk,65.9939,57.5281,-9.96,96,100,4.02,RU,1700476657
464,agat village,13.3886,144.6585,29.06,90,0,1.54,GU,1700476658
465,fortuna,40.5982,-124.1573,5.19,100,100,0.0,US,1700476660
466,chichli,22.8333,78.8167,28.69,40,0,2.4,IN,1700476662
467,brandfort,-28.7001,26.4597,33.67,17,83,6.21,ZA,1700476663
468,taltal,-25.4,-70.4833,16.96,72,59,1.29,CL,1700476665
469,eydhafushi,5.1033,73.0708,28.37,72,76,2.29,MV,1700476666
470,chilecito,-29.1619,-67.4974,19.98,53,25,1.66,AR,1700476668
471,lata,40.1629,-8.3327,18.02,67,33,1.62,PT,1700476669
472,hakha,22.65,93.6167,13.58,91,70,0.18,MM,1700476671
473,kourou,5.1552,-52.6478,26.03,89,43,3.05,GF,1700476672
474,ekibastuz,51.6667,75.3667,-5.34,71,22,2.57,KZ,1700476674
475,murzuq,25.9155,13.9184,21.38,42,6,3.24,LY,1700476675
476,lepsy,46.235,78.9456,5.29,60,42,2.95,KZ,1700476677
477,khandyga,62.6667,135.6,-21.73,93,100,1.56,RU,1700476678
478,magong,23.5654,119.5863,22.23,69,34,11.64,TW,1700476680
479,taro,-8.3862,115.28,26.03,91,90,1.15,ID,1700476682
480,tongliao,43.6125,122.2653,2.35,72,4,6.02,CN,1700476683
481,bongor,10.2806,15.3722,34.96,14,89,3.51,TD,1700476685
482,gueugnon,46.6036,4.0629,11.75,93,100,3.42,FR,1700476686
483,kanniyakumari,8.0833,77.5667,28.98,71,84,1.14,IN,1700476688
484,richards bay,-28.783,32.0377,28.8,59,20,3.54,ZA,1700476689
485,norfolk,42.1668,-71.2495,1.4,83,0,0.0,US,1700476691
486,port saint john's,-31.6229,29.5448,26.98,66,88,4.61,ZA,1700476693
487,sai kung,22.3822,114.2728,22.32,65,0,4.74,CN,1700476695
488,arteche,12.2645,125.4048,26.04,92,100,5.04,PH,1700476697
489,enewetak,11.3474,162.3373,28.28,77,18,8.85,MH,1700476698
490,monrovia,6.3005,-10.7969,28.12,74,100,0.19,LR,1700476700
491,port-vila,-17.7338,168.3219,22.78,88,20,2.06,VU,1700476702
492,kaspiyskiy,45.3929,47.3707,10.93,81,100,5.71,RU,1700476703
493,nema,57.5067,50.5011,-5.59,66,100,3.12,RU,1700476705
494,san mariano,7.5,126.0,24.07,94,100,1.07,PH,1700476706
495,dawesville,30.9224,-84.0091,12.42,90,100,0.0,US,1700476708
496,zvenigovo,55.9742,48.0181,-6.47,55,100,5.08,RU,1700476709
497,la'ie,21.6477,-157.9253,23.58,77,83,4.82,US,1700476711
498,beacon square,28.2086,-82.7554,18.99,86,24,2.81,US,1700476712
499,akureyri,65.6835,-18.0878,0.96,75,20,6.69,IS,1700476714
500,howrah,22.5892,88.3103,28.0,54,40,2.06,IN,1700476715
501,port isabel,26.0734,-97.2086,23.02,87,0,5.14,US,1700476717
502,bejaia,36.7559,5.0843,23.6,33,0,8.23,DZ,1700476723
503,berezovo,63.9381,65.0419,-20.31,100,40,1.84,RU,1700476725
504,prince george,53.9166,-122.753,-0.77,75,75,3.09,CA,1700476726
505,yigo village,13.5361,144.8886,28.16,86,0,2.06,GU,1700476728
506,novodvinsk,64.4165,40.8122,-5.12,92,100,2.65,RU,1700476730
507,mutuali,-14.8706,37.0044,35.61,30,40,3.32,MZ,1700476731
508,sicuani,-14.2694,-71.2261,9.32,78,30,1.07,PE,1700476734
509,wisconsin rapids,44.3836,-89.8174,2.16,88,0,3.09,US,1700476735
510,goondiwindi,-28.55,150.3167,20.12,88,100,7.12,AU,1700476737
511,kone,-21.0595,164.8658,22.08,79,41,2.41,NC,1700476739
512,great bend,38.3645,-98.7648,10.34,98,100,2.57,US,1700476740
513,la mira,18.035,-102.3266,23.96,91,9,1.85,MX,1700476742
514,ndibene dahra,15.3338,-15.4766,29.99,25,100,4.42,SN,1700476743
515,lerwick,60.1545,-1.1494,7.0,83,100,8.59,GB,1700476745
516,vryburg,-26.9566,24.7284,35.48,18,61,7.46,ZA,1700476746
517,mugia,43.1041,-9.2179,14.95,75,100,8.04,ES,1700476748
518,zambezi,-13.5432,23.1047,39.56,16,83,1.77,ZM,1700476749
519,ginir,7.1333,40.7,21.82,53,89,3.3,ET,1700476750
520,topolobampo,25.6,-109.05,20.36,80,47,2.09,MX,1700476752
521,amet,25.3,73.9333,27.69,30,1,1.63,IN,1700476753
522,buala,-8.145,159.5921,27.03,86,75,1.68,SB,1700476755
523,mazatlan,23.2167,-106.4167,25.51,85,0,0.0,MX,1700476728
524,djougou,9.7085,1.666,33.35,15,71,3.46,BJ,1700476758
525,kuruman,-27.4524,23.4325,33.88,14,66,8.31,ZA,1700476761
526,taulaga,-11.0553,-171.0883,28.03,74,83,7.17,AS,1700476762
527,ouesso,1.6136,16.0517,32.05,49,89,0.93,CG,1700476764
528,mirabad,30.4362,61.8383,27.78,25,6,5.57,AF,1700476765
529,bada,51.392,109.8717,-5.47,86,98,1.88,RU,1700476766
530,concordia,-31.393,-58.0209,17.1,90,50,2.68,AR,1700476768
531,baranovichi,53.1327,26.0139,-0.62,43,80,5.09,BY,1700476769
532,poronaysk,49.2167,143.1167,-2.42,75,25,3.48,RU,1700476771
533,fedorovskiy,45.0972,40.9517,7.07,88,100,7.38,RU,1700476772
534,kolonia,50.9333,6.95,12.75,81,100,4.63,DE,1700476763
535,waingapu,-9.6567,120.2641,28.67,74,90,4.62,ID,1700476775
536,castillos,-34.1667,-53.8333,16.96,63,0,3.17,UY,1700476778
537,papao,-17.75,-149.55,24.82,95,100,10.73,PF,1700476779
538,rantoul,40.3084,-88.1559,8.01,80,40,4.12,US,1700476781
539,letlhakeng,-24.0944,25.0298,35.08,20,65,4.62,BW,1700476783
540,puerto ayacucho,5.6639,-67.6236,24.95,90,29,0.94,VE,1700476784
541,bermejillo,25.8833,-103.6167,17.24,41,0,0.65,MX,1700476786
542,volgodonsk,47.5136,42.1514,7.02,89,100,2.68,RU,1700476549
543,ashburton,-37.8626,145.0794,16.47,78,83,1.34,AU,1700476789
544,deir ez-zor,35.3359,40.1408,16.64,47,100,7.5,SY,1700476791
545,guiuan,11.0333,125.7247,28.19,77,100,5.92,PH,1700476792
546,fisterra,42.9049,-9.2629,14.86,74,100,8.49,ES,1700476795
547,rojhan,28.6868,69.9534,28.7,19,0,1.95,PK,1700476797
548,khuzdar,27.7384,66.6434,21.77,23,25,1.23,PK,1700476799
549,luna,10.9667,123.2333,26.01,86,100,4.08,PH,1700476800
550,sanshui,23.1549,112.8916,24.94,1,0,0.49,CN,1700476570
551,rodolfo sanchez taboada,31.7167,-116.5667,16.2,62,0,2.09,MX,1700476804
552,coquimbo,-29.9533,-71.3436,14.85,82,100,2.57,CL,1700476806
553,margate,51.3813,1.3862,10.5,89,96,1.79,GB,1700476552
554,bardai,11.65,7.2333,29.94,18,100,6.65,NG,1700476810
555,novoselytsya,48.2193,26.2653,6.99,99,100,1.4,UA,1700476812
556,ciudad lazaro cardenas,17.9583,-102.2,24.63,90,24,1.91,MX,1700476814
557,nowy tomysl,52.3195,16.1284,10.7,95,100,1.56,PL,1700476816
558,al bardiyah,31.7561,25.0865,20.09,53,0,6.68,LY,1700476817
559,ponta delgada,37.7333,-25.6667,16.4,82,20,3.6,PT,1700476819
560,jabat,7.75,168.9751,28.44,76,36,7.74,MH,1700476821
561,baise city,23.8997,106.6133,18.8,67,0,0.87,CN,1700476823
562,sailana,23.4667,74.9167,29.3,29,0,1.42,IN,1700476824
563,greenville,35.6127,-77.3663,1.09,100,0,0.0,US,1700476826
564,as sulayyil,20.4607,45.5779,32.14,26,100,5.04,SA,1700476827
565,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-8.02,79,51,3.41,RU,1700476829
566,torghay,49.6339,63.4981,1.81,59,98,5.4,KZ,1700476830
567,petropavlivka,48.4564,36.4367,0.11,97,99,4.92,UA,1700476832
568,dame-marie,18.5667,-74.4167,25.17,81,89,4.21,HT,1700476834
569,prattville,32.464,-86.4597,8.14,90,75,0.0,US,1700476836
570,lacey,47.0343,-122.8232,4.44,95,100,1.54,US,1700476605
571,pointe michel,15.25,-61.3833,23.16,78,80,6.22,DM,1700476839
572,sao joao da barra,-21.6403,-41.0511,26.05,87,100,2.83,BR,1700476841
